,ex_name,userId,Reference,SampleA,SampleB,choice_answerTimbre,choice_answerRhythm,choice_answerMelody,choice_answerTotal,choice_time
361,ex202404,user9,set42/0/drums/X_1978-53.wav,set42/0/drums/A_1954-3.wav,set42/0/drums/B_2023-19.wav,A-,B-,B-,B-,20088
362,ex202404,user9,set42/3/piano/X_1943-49.wav,set42/3/piano/A_2045-4.wav,set42/3/piano/B_1965-30.wav,B-,A-,A-,A-,21561
366,ex202404,user9,set42/0/residuals/X_1978-31.wav,set42/0/residuals/A_1954-51.wav,set42/0/residuals/B_2023-21.wav,B-,A-,A+,A-,19255
368,ex202404,user9,set42/2/bass/X_2037-11.wav,set42/2/bass/A_2092-13.wav,set42/2/bass/B_1956-21.wav,B-,A-,A-,A-,19183
369,ex202404,user9,set42/0/bass/X_1978-37.wav,set42/0/bass/A_1954-43.wav,set42/0/bass/B_2023-42.wav,B-,B-,A-,B-,21460
372,ex202404,user10,set42/1/guitar/X_1899-15.wav,set42/1/guitar/A_1978-10.wav,set42/1/guitar/B_2087-35.wav,A+,A+,A-,A+,25729
373,ex202404,user10,set42/3/piano/X_1943-49.wav,set42/3/piano/A_2045-4.wav,set42/3/piano/B_1965-30.wav,A-,B+,A-,A-,27548
375,ex202404,user10,set42/0/guitar/X_1978-4.wav,set42/0/guitar/A_1954-26.wav,set42/0/guitar/B_2023-5.wav,B+,B-,A+,B-,24066
377,ex202404,user10,set42/1/residuals/X_1899-28.wav,set42/1/residuals/A_1978-55.wav,set42/1/residuals/B_2087-16.wav,A+,A-,B-,A-,26233
378,ex202404,user10,set42/0/piano/X_1978-35.wav,set42/0/piano/A_1954-14.wav,set42/0/piano/B_2023-41.wav,NA,B+,A-,B-,20914
380,ex202404,user10,set42/1/piano/X_1899-29.wav,set42/1/piano/A_1978-39.wav,set42/1/piano/B_2087-17.wav,A+,A-,B-,A-,20136
382,ex202404,user10,set42/2/guitar/X_2037-30.wav,set42/2/guitar/A_2092-38.wav,set42/2/guitar/B_1956-3.wav,B-,A+,A+,A-,22452
386,ex202404,user10,set42/3/bass/X_1943-14.wav,set42/3/bass/A_2045-15.wav,set42/3/bass/B_1965-24.wav,A-,B-,NA,B-,22252
391,ex202404,user10,set42/1/bass/X_1899-22.wav,set42/1/bass/A_1978-56.wav,set42/1/bass/B_2087-13.wav,A-,A+,A-,A-,21271
396,ex202404,user10,set42/0/residuals/X_1978-31.wav,set42/0/residuals/A_1954-51.wav,set42/0/residuals/B_2023-21.wav,B-,A+,A-,A-,22854
397,ex202404,user10,set42/1/drums/X_1899-22.wav,set42/1/drums/A_1978-56.wav,set42/1/drums/B_2087-26.wav,A+,B+,A+,A-,22096
398,ex202404,user10,set42/3/guitar/X_1943-53.wav,set42/3/guitar/A_2045-28.wav,set42/3/guitar/B_1965-36.wav,A-,A+,A+,A+,21651
399,ex202404,user10,set42/2/drums/X_2037-60.wav,set42/2/drums/A_2092-35.wav,set42/2/drums/B_1956-41.wav,A-,B-,A+,A-,22494
400,ex202404,user10,set42/3/residuals/X_1943-53.wav,set42/3/residuals/A_2045-25.wav,set42/3/residuals/B_1965-12.wav,B+,A+,A-,A-,20917
404,ex202404,user10,set42/2/piano/X_2037-40.wav,set42/2/piano/A_2092-9.wav,set42/2/piano/B_1956-40.wav,A+,B-,A-,A-,21229
405,ex202404,user10,set42/2/residuals/X_2037-54.wav,set42/2/residuals/A_2092-6.wav,set42/2/residuals/B_1956-14.wav,A-,B+,B-,B-,21653
406,ex202404,user10,set42/0/drums/X_1978-53.wav,set42/0/drums/A_1954-3.wav,set42/0/drums/B_2023-19.wav,A-,B+,B-,B-,21011
408,ex202404,user10,set42/2/bass/X_2037-11.wav,set42/2/bass/A_2092-13.wav,set42/2/bass/B_1956-21.wav,A+,B+,B-,B-,19323
409,ex202404,user10,set42/3/drums/X_1943-27.wav,set42/3/drums/A_2045-35.wav,set42/3/drums/B_1965-6.wav,A-,B+,B+,B-,19854
411,ex202404,user10,set42/0/bass/X_1978-37.wav,set42/0/bass/A_1954-43.wav,set42/0/bass/B_2023-42.wav,A-,B-,A+,A-,21307
415,ex202404,user11,set43/0/residuals/X_1949-44.wav,set43/0/residuals/A_2042-40.wav,set43/0/residuals/B_1891-41.wav,A-,B-,B-,B-,42385
416,ex202404,user11,set43/0/bass/X_1949-25.wav,set43/0/bass/A_2042-18.wav,set43/0/bass/B_1891-11.wav,A-,A-,A-,A-,21207
418,ex202404,user11,set43/2/drums/X_2074-28.wav,set43/2/drums/A_2052-41.wav,set43/2/drums/B_2081-11.wav,A-,B-,B-,B-,34205
420,ex202404,user11,set43/3/piano/X_2051-43.wav,set43/3/piano/A_2063-27.wav,set43/3/piano/B_1889-34.wav,A+,A-,A-,A-,23965
421,ex202404,user11,set43/0/piano/X_1949-39.wav,set43/0/piano/A_2042-23.wav,set43/0/piano/B_1891-32.wav,A-,A-,A+,A-,26825
423,ex202404,user11,set43/1/residuals/X_1968-10.wav,set43/1/residuals/A_2064-36.wav,set43/1/residuals/B_1940-36.wav,B+,B-,B-,B-,23987
426,ex202404,user11,set43/2/bass/X_2074-17.wav,set43/2/bass/A_2052-30.wav,set43/2/bass/B_2081-41.wav,B+,B+,B-,B-,22752
428,ex202404,user11,set43/1/piano/X_1968-43.wav,set43/1/piano/A_2064-11.wav,set43/1/piano/B_1940-27.wav,B-,B-,B-,B-,20199
434,ex202404,user11,set43/3/guitar/X_2051-29.wav,set43/3/guitar/A_2063-41.wav,set43/3/guitar/B_1889-29.wav,A-,A-,A-,A-,28021
437,ex202404,user11,set43/1/guitar/X_1968-20.wav,set43/1/guitar/A_2064-43.wav,set43/1/guitar/B_1940-15.wav,B-,B-,B-,B-,34152
438,ex202404,user11,set43/3/drums/X_2051-29.wav,set43/3/drums/A_2063-57.wav,set43/3/drums/B_1889-12.wav,B-,B-,NA,B-,23044
439,ex202404,user11,set43/3/bass/X_2051-32.wav,set43/3/bass/A_2063-29.wav,set43/3/bass/B_1889-28.wav,A+,A-,A-,A-,23989
441,ex202404,user11,set43/2/residuals/X_2074-2.wav,set43/2/residuals/A_2052-24.wav,set43/2/residuals/B_2081-41.wav,B-,B-,B-,B-,29025
443,ex202404,user11,set43/3/residuals/X_2051-48.wav,set43/3/residuals/A_2063-15.wav,set43/3/residuals/B_1889-38.wav,B+,B-,B-,B-,15856
444,ex202404,user11,set43/0/drums/X_1949-13.wav,set43/0/drums/A_2042-13.wav,set43/0/drums/B_1891-46.wav,A+,A-,NA,A-,17405
445,ex202404,user11,set43/1/bass/X_1968-8.wav,set43/1/bass/A_2064-43.wav,set43/1/bass/B_1940-31.wav,B+,B-,B-,B-,20179
446,ex202404,user11,set43/1/drums/X_1968-43.wav,set43/1/drums/A_2064-44.wav,set43/1/drums/B_1940-40.wav,B-,A-,NA,A-,20501
447,ex202404,user11,set43/2/piano/X_2074-16.wav,set43/2/piano/A_2052-32.wav,set43/2/piano/B_2081-24.wav,A-,A-,A-,A-,19508
451,ex202404,user11,set43/2/guitar/X_2074-57.wav,set43/2/guitar/A_2052-1.wav,set43/2/guitar/B_2081-39.wav,B+,B-,B-,B-,15254
452,ex202404,user11,set43/0/guitar/X_1949-33.wav,set43/0/guitar/A_2042-17.wav,set43/0/guitar/B_1891-17.wav,A-,A-,NA,A-,21050
454,ex202404,user12,set47/0/drums/X_2094-22.wav,set47/0/drums/A_2016-8.wav,set47/0/drums/B_1892-21.wav,B-,B+,B-,B-,26269
456,ex202404,user12,set47/1/bass/X_1886-43.wav,set47/1/bass/A_1943-10.wav,set47/1/bass/B_1962-24.wav,A-,A-,A-,A-,29989
457,ex202404,user12,set47/3/residuals/X_2004-5.wav,set47/3/residuals/A_1980-7.wav,set47/3/residuals/B_2054-2.wav,A+,NA,A-,A-,25994
459,ex202404,user12,set47/2/bass/X_1990-35.wav,set47/2/bass/A_1962-9.wav,set47/2/bass/B_2092-33.wav,B-,B-,B-,B-,22206
462,ex202404,user12,set47/0/piano/X_2094-34.wav,set47/0/piano/A_2016-31.wav,set47/0/piano/B_1892-11.wav,B-,NA,B-,B-,19315
463,ex202404,user12,set47/2/drums/X_1990-55.wav,set47/2/drums/A_1962-27.wav,set47/2/drums/B_2092-33.wav,NA,A-,NA,A-,27874
466,ex202404,user12,set47/0/guitar/X_2094-24.wav,set47/0/guitar/A_2016-10.wav,set47/0/guitar/B_1892-16.wav,A+,A-,A+,A-,19257
467,ex202404,user12,set47/1/piano/X_1886-23.wav,set47/1/piano/A_1943-48.wav,set47/1/piano/B_1962-48.wav,A-,NA,A-,A-,19427
470,ex202404,user12,set47/2/guitar/X_1990-57.wav,set47/2/guitar/A_1962-25.wav,set47/2/guitar/B_2092-20.wav,B-,A-,A-,A-,19796
471,ex202404,user12,set47/1/residuals/X_1886-46.wav,set47/1/residuals/A_1943-12.wav,set47/1/residuals/B_1962-27.wav,A-,A-,A-,A-,20399
473,ex202404,user12,set47/2/residuals/X_1990-52.wav,set47/2/residuals/A_1962-27.wav,set47/2/residuals/B_2092-33.wav,NA,A-,A-,A-,18463
477,ex202404,user12,set47/3/piano/X_2004-2.wav,set47/3/piano/A_1980-43.wav,set47/3/piano/B_2054-47.wav,A-,A-,A-,A-,19577
478,ex202404,user12,set47/1/guitar/X_1886-48.wav,set47/1/guitar/A_1943-50.wav,set47/1/guitar/B_1962-27.wav,A+,NA,B-,A-,20448
479,ex202404,user12,set47/3/guitar/X_2004-1.wav,set47/3/guitar/A_1980-35.wav,set47/3/guitar/B_2054-52.wav,B-,A-,A-,A-,17971
483,ex202404,user12,set47/1/drums/X_1886-28.wav,set47/1/drums/A_1943-36.wav,set47/1/drums/B_1962-30.wav,NA,A-,NA,A-,22827
484,ex202404,user12,set47/0/residuals/X_2094-56.wav,set47/0/residuals/A_2016-21.wav,set47/0/residuals/B_1892-34.wav,A-,NA,B-,A-,20419
486,ex202404,user12,set47/2/piano/X_1990-33.wav,set47/2/piano/A_1962-22.wav,set47/2/piano/B_2092-5.wav,B-,B-,NA,B-,20028
492,ex202404,user12,set47/3/bass/X_2004-35.wav,set47/3/bass/A_1980-65.wav,set47/3/bass/B_2054-12.wav,A-,A-,NA,A-,19397
494,ex202404,user12,set47/3/drums/X_2004-7.wav,set47/3/drums/A_1980-68.wav,set47/3/drums/B_2054-25.wav,A-,A-,A-,A-,18891
495,ex202404,user12,set47/0/bass/X_2094-31.wav,set47/0/bass/A_2016-41.wav,set47/0/bass/B_1892-34.wav,NA,A-,A-,A-,18917
496,ex202404,user13,set42/0/piano/X_1978-35.wav,set42/0/piano/A_1954-14.wav,set42/0/piano/B_2023-41.wav,B-,A-,B-,B-,60029
497,ex202404,user13,set42/0/residuals/X_1978-31.wav,set42/0/residuals/A_1954-51.wav,set42/0/residuals/B_2023-21.wav,A-,B+,B-,B+,25770
500,ex202404,user13,set42/2/bass/X_2037-11.wav,set42/2/bass/A_2092-13.wav,set42/2/bass/B_1956-21.wav,A-,B-,A-,A-,40209
504,ex202404,user13,set42/3/drums/X_1943-27.wav,set42/3/drums/A_2045-35.wav,set42/3/drums/B_1965-6.wav,A-,A-,B-,A-,27256
505,ex202404,user13,set42/2/residuals/X_2037-54.wav,set42/2/residuals/A_2092-6.wav,set42/2/residuals/B_1956-14.wav,A-,A+,A-,A+,27508
506,ex202404,user13,set42/0/bass/X_1978-37.wav,set42/0/bass/A_1954-43.wav,set42/0/bass/B_2023-42.wav,A-,B-,A-,A-,29723
509,ex202404,user13,set42/3/residuals/X_1943-53.wav,set42/3/residuals/A_2045-25.wav,set42/3/residuals/B_1965-12.wav,B-,A-,A-,A-,24584
511,ex202404,user13,set42/1/residuals/X_1899-28.wav,set42/1/residuals/A_1978-55.wav,set42/1/residuals/B_2087-16.wav,B+,B-,B+,B+,27437
513,ex202404,user13,set42/2/piano/X_2037-40.wav,set42/2/piano/A_2092-9.wav,set42/2/piano/B_1956-40.wav,B-,B-,B+,B+,23995
514,ex202404,user13,set42/3/guitar/X_1943-53.wav,set42/3/guitar/A_2045-28.wav,set42/3/guitar/B_1965-36.wav,A-,A-,A-,A-,24630
515,ex202404,user13,set42/1/drums/X_1899-22.wav,set42/1/drums/A_1978-56.wav,set42/1/drums/B_2087-26.wav,B-,A-,A+,A-,22569
516,ex202404,user13,set42/1/piano/X_1899-29.wav,set42/1/piano/A_1978-39.wav,set42/1/piano/B_2087-17.wav,A-,B-,A-,A-,21905
521,ex202404,user13,set42/3/bass/X_1943-14.wav,set42/3/bass/A_2045-15.wav,set42/3/bass/B_1965-24.wav,B-,A-,B+,B-,22468
523,ex202404,user13,set42/0/guitar/X_1978-4.wav,set42/0/guitar/A_1954-26.wav,set42/0/guitar/B_2023-5.wav,B-,A-,B+,B-,23165
526,ex202404,user13,set42/2/drums/X_2037-60.wav,set42/2/drums/A_2092-35.wav,set42/2/drums/B_1956-41.wav,B-,B-,B-,B-,29497
527,ex202404,user13,set42/0/drums/X_1978-53.wav,set42/0/drums/A_1954-3.wav,set42/0/drums/B_2023-19.wav,B-,B+,B-,B-,31339
531,ex202404,user13,set42/3/piano/X_1943-49.wav,set42/3/piano/A_2045-4.wav,set42/3/piano/B_1965-30.wav,B-,B-,B-,B-,22339
532,ex202404,user13,set42/2/guitar/X_2037-30.wav,set42/2/guitar/A_2092-38.wav,set42/2/guitar/B_1956-3.wav,A-,B-,B-,B-,30110
533,ex202404,user13,set42/1/guitar/X_1899-15.wav,set42/1/guitar/A_1978-10.wav,set42/1/guitar/B_2087-35.wav,A-,A+,A-,A-,22592
535,ex202404,user13,set42/1/bass/X_1899-22.wav,set42/1/bass/A_1978-56.wav,set42/1/bass/B_2087-13.wav,A-,A-,B-,A-,20683
538,ex202404,user14,set44/2/residuals/X_1955-3.wav,set44/2/residuals/A_1898-17.wav,set44/2/residuals/B_1891-37.wav,B-,A-,B-,B-,36324
539,ex202404,user14,set44/1/guitar/X_2056-14.wav,set44/1/guitar/A_1896-31.wav,set44/1/guitar/B_1916-15.wav,A-,A-,A-,A-,26006
543,ex202404,user14,set44/2/guitar/X_1955-10.wav,set44/2/guitar/A_1898-18.wav,set44/2/guitar/B_1891-31.wav,B-,A-,A-,A-,24788
544,ex202404,user14,set44/3/drums/X_1947-25.wav,set44/3/drums/A_2096-12.wav,set44/3/drums/B_1896-52.wav,A-,B-,B-,B-,20288
546,ex202404,user14,set44/0/drums/X_2093-25.wav,set44/0/drums/A_1972-15.wav,set44/0/drums/B_2014-28.wav,A-,B-,A-,A-,24026
547,ex202404,user14,set44/0/piano/X_2093-42.wav,set44/0/piano/A_1972-8.wav,set44/0/piano/B_2014-24.wav,A-,A-,B-,A-,23502
551,ex202404,user14,set44/1/piano/X_2056-28.wav,set44/1/piano/A_1896-17.wav,set44/1/piano/B_1916-44.wav,A-,A-,B-,A-,21738
554,ex202404,user14,set44/0/bass/X_2093-21.wav,set44/0/bass/A_1972-1.wav,set44/0/bass/B_2014-42.wav,A-,B-,B-,B-,21819
555,ex202404,user14,set44/1/drums/X_2056-34.wav,set44/1/drums/A_1896-38.wav,set44/1/drums/B_1916-13.wav,A-,A-,NA,A-,27658
557,ex202404,user14,set44/2/bass/X_1955-1.wav,set44/2/bass/A_1898-12.wav,set44/2/bass/B_1891-32.wav,A-,B-,B-,B-,24994
558,ex202404,user14,set44/0/residuals/X_2093-43.wav,set44/0/residuals/A_1972-61.wav,set44/0/residuals/B_2014-41.wav,NA,A+,A-,A-,34789
561,ex202404,user14,set44/2/drums/X_1955-31.wav,set44/2/drums/A_1898-27.wav,set44/2/drums/B_1891-22.wav,A+,A-,NA,A-,21544
567,ex202404,user14,set44/0/guitar/X_2093-8.wav,set44/0/guitar/A_1972-33.wav,set44/0/guitar/B_2014-5.wav,B-,A-,A+,A-,20554
568,ex202404,user14,set44/3/residuals/X_1947-55.wav,set44/3/residuals/A_2096-25.wav,set44/3/residuals/B_1896-17.wav,A-,B-,A-,A-,21051
569,ex202404,user14,set44/1/residuals/X_2056-12.wav,set44/1/residuals/A_1896-29.wav,set44/1/residuals/B_1916-32.wav,A-,B-,A-,A-,20391
570,ex202404,user14,set44/3/piano/X_1947-38.wav,set44/3/piano/A_2096-16.wav,set44/3/piano/B_1896-3.wav,A-,B-,A-,A-,22879
571,ex202404,user14,set44/2/piano/X_1955-26.wav,set44/2/piano/A_1898-12.wav,set44/2/piano/B_1891-25.wav,B-,A-,A-,A-,21186
574,ex202404,user14,set44/1/bass/X_2056-31.wav,set44/1/bass/A_1896-53.wav,set44/1/bass/B_1916-27.wav,A-,B-,B+,B-,21571
578,ex202404,user14,set44/3/guitar/X_1947-50.wav,set44/3/guitar/A_2096-5.wav,set44/3/guitar/B_1896-24.wav,A-,B-,B-,B-,20450
579,ex202404,user14,set44/3/bass/X_1947-64.wav,set44/3/bass/A_2096-20.wav,set44/3/bass/B_1896-20.wav,B-,B-,B-,B-,23831
581,ex202404,user15,set42/2/piano/X_2037-40.wav,set42/2/piano/A_2092-9.wav,set42/2/piano/B_1956-40.wav,A+,B+,A+,A+,51566
582,ex202404,user15,set42/1/guitar/X_1899-15.wav,set42/1/guitar/A_1978-10.wav,set42/1/guitar/B_2087-35.wav,A+,A+,A+,A+,56060
583,ex202404,user15,set42/1/bass/X_1899-22.wav,set42/1/bass/A_1978-56.wav,set42/1/bass/B_2087-13.wav,A+,A+,A+,A+,18494
585,ex202404,user15,set42/2/guitar/X_2037-30.wav,set42/2/guitar/A_2092-38.wav,set42/2/guitar/B_1956-3.wav,B-,A+,A+,A+,39560
587,ex202404,user15,set42/2/drums/X_2037-60.wav,set42/2/drums/A_2092-35.wav,set42/2/drums/B_1956-41.wav,B+,B+,B+,B-,34489
589,ex202404,user15,set42/3/bass/X_1943-14.wav,set42/3/bass/A_2045-15.wav,set42/3/bass/B_1965-24.wav,A+,A+,A+,A+,29442
592,ex202404,user15,set42/1/residuals/X_1899-28.wav,set42/1/residuals/A_1978-55.wav,set42/1/residuals/B_2087-16.wav,A+,B+,A-,A-,42841
597,ex202404,user15,set42/2/bass/X_2037-11.wav,set42/2/bass/A_2092-13.wav,set42/2/bass/B_1956-21.wav,B-,A-,A-,A-,36812
602,ex202404,user15,set42/0/guitar/X_1978-4.wav,set42/0/guitar/A_1954-26.wav,set42/0/guitar/B_2023-5.wav,B+,A-,B-,B+,35404
603,ex202404,user15,set42/0/piano/X_1978-35.wav,set42/0/piano/A_1954-14.wav,set42/0/piano/B_2023-41.wav,B-,B-,B+,B+,34273
605,ex202404,user15,set42/0/residuals/X_1978-31.wav,set42/0/residuals/A_1954-51.wav,set42/0/residuals/B_2023-21.wav,A-,A+,A+,A+,21376
606,ex202404,user15,set42/0/bass/X_1978-37.wav,set42/0/bass/A_1954-43.wav,set42/0/bass/B_2023-42.wav,B+,A+,A-,A+,21571
607,ex202404,user15,set42/3/piano/X_1943-49.wav,set42/3/piano/A_2045-4.wav,set42/3/piano/B_1965-30.wav,B-,A+,B-,A-,29183
610,ex202404,user15,set42/3/drums/X_1943-27.wav,set42/3/drums/A_2045-35.wav,set42/3/drums/B_1965-6.wav,A+,A+,A+,A+,18186
612,ex202404,user15,set42/3/residuals/X_1943-53.wav,set42/3/residuals/A_2045-25.wav,set42/3/residuals/B_1965-12.wav,A+,A+,A-,A+,23437
613,ex202404,user15,set42/2/residuals/X_2037-54.wav,set42/2/residuals/A_2092-6.wav,set42/2/residuals/B_1956-14.wav,A+,A+,A+,A+,20185
614,ex202404,user15,set42/3/guitar/X_1943-53.wav,set42/3/guitar/A_2045-28.wav,set42/3/guitar/B_1965-36.wav,A-,A+,A-,A+,31750
615,ex202404,user15,set42/1/piano/X_1899-29.wav,set42/1/piano/A_1978-39.wav,set42/1/piano/B_2087-17.wav,A+,A+,A+,A+,17025
618,ex202404,user15,set42/1/drums/X_1899-22.wav,set42/1/drums/A_1978-56.wav,set42/1/drums/B_2087-26.wav,A+,A+,A-,A+,19111
620,ex202404,user15,set42/0/drums/X_1978-53.wav,set42/0/drums/A_1954-3.wav,set42/0/drums/B_2023-19.wav,A+,B+,B-,A-,18192
622,ex202404,user16,set49/0/residuals/X_2084-8.wav,set49/0/residuals/A_1900-8.wav,set49/0/residuals/B_1986-19.wav,A-,A-,A-,A-,54670
623,ex202404,user16,set49/1/drums/X_1980-45.wav,set49/1/drums/A_1968-41.wav,set49/1/drums/B_2047-64.wav,B-,B+,B-,B-,39602
627,ex202404,user16,set49/1/piano/X_1980-38.wav,set49/1/piano/A_1968-32.wav,set49/1/piano/B_2047-46.wav,A-,A-,A-,A-,48219
630,ex202404,user16,set49/0/piano/X_2084-30.wav,set49/0/piano/A_1900-42.wav,set49/0/piano/B_1986-53.wav,A-,A-,A-,A-,27625
632,ex202404,user16,set49/2/drums/X_1995-16.wav,set49/2/drums/A_2023-44.wav,set49/2/drums/B_2047-46.wav,A-,A-,A-,A-,20050
634,ex202404,user16,set49/2/bass/X_1995-17.wav,set49/2/bass/A_2023-7.wav,set49/2/bass/B_2047-32.wav,A-,A-,A-,A-,21102
637,ex202404,user16,set49/2/guitar/X_1995-13.wav,set49/2/guitar/A_2023-26.wav,set49/2/guitar/B_2047-17.wav,A-,A-,A+,A-,20252
638,ex202404,user16,set49/3/residuals/X_1951-35.wav,set49/3/residuals/A_1998-14.wav,set49/3/residuals/B_2049-1.wav,A+,A+,A+,A+,16971
639,ex202404,user16,set49/1/guitar/X_1980-62.wav,set49/1/guitar/A_1968-17.wav,set49/1/guitar/B_2047-26.wav,B-,B-,B-,B-,25087
640,ex202404,user16,set49/2/residuals/X_1995-47.wav,set49/2/residuals/A_2023-20.wav,set49/2/residuals/B_2047-29.wav,A-,A-,A-,A-,23202
641,ex202404,user16,set49/3/guitar/X_1951-36.wav,set49/3/guitar/A_1998-3.wav,set49/3/guitar/B_2049-37.wav,A+,A+,A+,A+,18822
643,ex202404,user16,set49/0/guitar/X_2084-45.wav,set49/0/guitar/A_1900-28.wav,set49/0/guitar/B_1986-8.wav,A-,A-,A-,A-,22669
648,ex202404,user16,set49/0/drums/X_2084-8.wav,set49/0/drums/A_1900-37.wav,set49/0/drums/B_1986-34.wav,A+,A+,A+,A+,18452
649,ex202404,user16,set49/1/bass/X_1980-59.wav,set49/1/bass/A_1968-39.wav,set49/1/bass/B_2047-16.wav,A+,A+,A+,A+,16229
651,ex202404,user16,set49/3/bass/X_1951-23.wav,set49/3/bass/A_1998-27.wav,set49/3/bass/B_2049-22.wav,A+,A+,A+,A+,19668
653,ex202404,user16,set49/2/piano/X_1995-21.wav,set49/2/piano/A_2023-48.wav,set49/2/piano/B_2047-46.wav,A+,A+,A+,A+,17119
654,ex202404,user16,set49/3/drums/X_1951-32.wav,set49/3/drums/A_1998-13.wav,set49/3/drums/B_2049-12.wav,A-,A-,A-,A-,19582
655,ex202404,user16,set49/1/residuals/X_1980-79.wav,set49/1/residuals/A_1968-31.wav,set49/1/residuals/B_2047-30.wav,A+,A+,A+,A+,20466
660,ex202404,user17,set45/3/bass/X_1929-38.wav,set45/3/bass/A_1888-18.wav,set45/3/bass/B_1962-34.wav,B-,A-,A-,A-,90273
665,ex202404,user17,set45/0/residuals/X_1892-26.wav,set45/0/residuals/A_1975-32.wav,set45/0/residuals/B_1947-7.wav,B+,A-,A-,B-,32631
671,ex202404,user17,set45/2/bass/X_1972-10.wav,set45/2/bass/A_2018-31.wav,set45/2/bass/B_1898-17.wav,A-,A-,A-,A-,19378
672,ex202404,user17,set45/1/bass/X_1972-15.wav,set45/1/bass/A_1968-24.wav,set45/1/bass/B_1898-34.wav,A-,B-,B-,B-,25171
675,ex202404,user17,set45/3/guitar/X_1929-23.wav,set45/3/guitar/A_1888-54.wav,set45/3/guitar/B_1962-42.wav,NA,B-,B+,B+,22667
676,ex202404,user17,set45/2/residuals/X_1972-53.wav,set45/2/residuals/A_2018-43.wav,set45/2/residuals/B_1898-17.wav,NA,B-,A-,A-,32698
678,ex202404,user17,set45/1/piano/X_1972-36.wav,set45/1/piano/A_1968-34.wav,set45/1/piano/B_1898-30.wav,B-,A-,B-,B-,35447
681,ex202404,user17,set45/0/drums/X_1892-10.wav,set45/0/drums/A_1975-47.wav,set45/0/drums/B_1947-65.wav,B-,B-,NA,B-,17040
682,ex202404,user17,set45/1/residuals/X_1972-32.wav,set45/1/residuals/A_1968-10.wav,set45/1/residuals/B_1898-31.wav,NA,B-,NA,B-,33766
683,ex202404,user17,set45/0/piano/X_1892-31.wav,set45/0/piano/A_1975-30.wav,set45/0/piano/B_1947-38.wav,B-,A-,A-,A-,25002
685,ex202404,user17,set45/2/piano/X_1972-19.wav,set45/2/piano/A_2018-29.wav,set45/2/piano/B_1898-6.wav,A-,A-,A-,A-,22736
686,ex202404,user17,set45/2/drums/X_1972-36.wav,set45/2/drums/A_2018-28.wav,set45/2/drums/B_1898-37.wav,A-,A-,NA,A-,18282
688,ex202404,user17,set45/3/piano/X_1929-26.wav,set45/3/piano/A_1888-51.wav,set45/3/piano/B_1962-7.wav,B-,A-,A-,A-,26840
690,ex202404,user17,set45/2/guitar/X_1972-16.wav,set45/2/guitar/A_2018-10.wav,set45/2/guitar/B_1898-48.wav,NA,A-,A-,A-,18900
692,ex202404,user17,set45/3/drums/X_1929-31.wav,set45/3/drums/A_1888-29.wav,set45/3/drums/B_1962-46.wav,A-,A-,NA,A-,17086
693,ex202404,user17,set45/0/bass/X_1892-5.wav,set45/0/bass/A_1975-34.wav,set45/0/bass/B_1947-7.wav,B+,A-,A+,A-,20666
694,ex202404,user17,set45/1/guitar/X_1972-56.wav,set45/1/guitar/A_1968-21.wav,set45/1/guitar/B_1898-34.wav,NA,NA,A-,A-,22320
695,ex202404,user17,set45/1/drums/X_1972-10.wav,set45/1/drums/A_1968-18.wav,set45/1/drums/B_1898-34.wav,B-,A+,NA,A-,18221
696,ex202404,user17,set45/0/guitar/X_1892-13.wav,set45/0/guitar/A_1975-46.wav,set45/0/guitar/B_1947-46.wav,A-,A-,A-,A-,18315
697,ex202404,user17,set45/3/residuals/X_1929-44.wav,set45/3/residuals/A_1888-3.wav,set45/3/residuals/B_1962-33.wav,NA,B-,NA,B-,19322
703,ex202404,user18,set54/3/piano/X_1891-16.wav,set54/3/piano/A_1896-7.wav,set54/3/piano/B_1950-21.wav,B-,A-,B-,B-,41154
704,ex202404,user18,set54/2/bass/X_1943-51.wav,set54/2/bass/A_1897-45.wav,set54/2/bass/B_2042-30.wav,A-,B-,A+,A-,27727
706,ex202404,user18,set54/1/residuals/X_1892-13.wav,set54/1/residuals/A_1952-11.wav,set54/1/residuals/B_1900-48.wav,B-,B-,B-,B-,27249
707,ex202404,user18,set54/2/guitar/X_1943-36.wav,set54/2/guitar/A_1897-48.wav,set54/2/guitar/B_2042-38.wav,A-,B-,A-,A-,19141
709,ex202404,user18,set54/2/piano/X_1943-50.wav,set54/2/piano/A_1897-42.wav,set54/2/piano/B_2042-45.wav,B-,B-,A-,B-,21599
710,ex202404,user18,set54/0/piano/X_2064-32.wav,set54/0/piano/A_1968-25.wav,set54/0/piano/B_2069-10.wav,A-,B-,A-,A-,22611
711,ex202404,user18,set54/3/bass/X_1891-23.wav,set54/3/bass/A_1896-32.wav,set54/3/bass/B_1950-5.wav,A-,B-,B-,B-,19845
712,ex202404,user18,set54/1/piano/X_1892-21.wav,set54/1/piano/A_1952-37.wav,set54/1/piano/B_1900-44.wav,B-,A-,A-,A-,20063
713,ex202404,user18,set54/0/bass/X_2064-44.wav,set54/0/bass/A_1968-17.wav,set54/0/bass/B_2069-14.wav,NA,NA,A-,A-,33204
716,ex202404,user18,set54/1/guitar/X_1892-5.wav,set54/1/guitar/A_1952-16.wav,set54/1/guitar/B_1900-8.wav,NA,A-,A-,A-,25511
