Unnamed: 0,ex_name,subject_id,reference,sample_a,sample_b,answer_timbre,answer_rhythm,answer_melody,answer_total,choice_time
349,ex202404,subject9,set42/3/drums/X_1943-27.wav,set42/3/drums/Y_1943-37.wav,set42/3/drums/C_2064-16.wav,A-,A+,A-,A-,17992
350,ex202404,subject9,set42/1/piano/X_1899-29.wav,set42/1/piano/Y_1899-20.wav,set42/1/piano/C_1880-44.wav,A+,A-,A-,A-,17870
354,ex202404,subject9,set42/1/drums/X_1899-22.wav,set42/1/drums/C_1880-13.wav,set42/1/drums/Y_1899-5.wav,B+,B+,B+,B+,17727
355,ex202404,subject9,set42/3/guitar/X_1943-53.wav,set42/3/guitar/Y_1943-34.wav,set42/3/guitar/C_2064-31.wav,A-,A-,A+,A-,20059
363,ex202404,subject9,set42/0/guitar/X_1978-4.wav,set42/0/guitar/Y_1978-45.wav,set42/0/guitar/C_2046-42.wav,B-,A-,A-,A-,21373
364,ex202404,subject9,set42/2/residuals/X_2037-54.wav,set42/2/residuals/C_1929-30.wav,set42/2/residuals/Y_2037-55.wav,B+,B+,B+,B+,17756
365,ex202404,subject9,set42/0/drums/X_1978-53.wav,set42/0/drums/C_2046-20.wav,set42/0/drums/Y_1978-45.wav,B+,B+,B+,B+,17952
367,ex202404,subject9,set42/2/piano/X_2037-40.wav,set42/2/piano/C_1929-24.wav,set42/2/piano/Y_2037-35.wav,B-,B-,B-,B-,19373
370,ex202404,subject9,set42/1/bass/X_1899-22.wav,set42/1/bass/Y_1899-23.wav,set42/1/bass/C_1880-39.wav,A-,A-,A-,A-,21252
371,ex202404,subject10,set42/0/guitar/X_1978-4.wav,set42/0/guitar/Y_1978-45.wav,set42/0/guitar/C_2046-42.wav,B+,A-,B-,B-,42456
374,ex202404,subject10,set42/2/bass/X_2037-11.wav,set42/2/bass/C_1929-28.wav,set42/2/bass/Y_2037-53.wav,B-,NA,A+,A-,29461
376,ex202404,subject10,set42/0/residuals/X_1978-31.wav,set42/0/residuals/Y_1978-12.wav,set42/0/residuals/C_2046-20.wav,A+,A-,B-,A-,23682
379,ex202404,subject10,set42/0/piano/X_1978-35.wav,set42/0/piano/Y_1978-40.wav,set42/0/piano/C_2046-9.wav,A+,B+,A-,A-,21964
381,ex202404,subject10,set42/0/bass/X_1978-37.wav,set42/0/bass/Y_1978-28.wav,set42/0/bass/C_2046-33.wav,B+,B+,A-,B-,18573
383,ex202404,subject10,set42/0/drums/X_1978-53.wav,set42/0/drums/C_2046-20.wav,set42/0/drums/Y_1978-45.wav,A-,B+,B-,B-,19539
384,ex202404,subject10,set42/3/guitar/X_1943-53.wav,set42/3/guitar/Y_1943-34.wav,set42/3/guitar/C_2064-31.wav,A+,B-,A+,A-,20873
385,ex202404,subject10,set42/1/piano/X_1899-29.wav,set42/1/piano/Y_1899-20.wav,set42/1/piano/C_1880-44.wav,A+,B-,A+,A-,18636
388,ex202404,subject10,set42/3/residuals/X_1943-53.wav,set42/3/residuals/Y_1943-4.wav,set42/3/residuals/C_2064-48.wav,A+,B-,A-,A-,21062
389,ex202404,subject10,set42/1/guitar/X_1899-15.wav,set42/1/guitar/Y_1899-17.wav,set42/1/guitar/C_1880-38.wav,A+,A-,A+,A+,18844
390,ex202404,subject10,set42/2/piano/X_2037-40.wav,set42/2/piano/C_1929-24.wav,set42/2/piano/Y_2037-35.wav,NA,A+,A-,A-,20851
392,ex202404,subject10,set42/3/drums/X_1943-27.wav,set42/3/drums/Y_1943-37.wav,set42/3/drums/C_2064-16.wav,A-,B-,A+,A-,20585
393,ex202404,subject10,set42/2/drums/X_2037-60.wav,set42/2/drums/C_1929-32.wav,set42/2/drums/Y_2037-28.wav,B-,B+,A-,B-,22814
394,ex202404,subject10,set42/2/residuals/X_2037-54.wav,set42/2/residuals/C_1929-30.wav,set42/2/residuals/Y_2037-55.wav,B+,NA,B+,B+,23211
395,ex202404,subject10,set42/3/bass/X_1943-14.wav,set42/3/bass/C_2064-29.wav,set42/3/bass/Y_1943-16.wav,A-,B-,A-,A-,20948
401,ex202404,subject10,set42/2/guitar/X_2037-30.wav,set42/2/guitar/Y_2037-20.wav,set42/2/guitar/C_1929-33.wav,A+,NA,A-,A-,22376
402,ex202404,subject10,set42/1/residuals/X_1899-28.wav,set42/1/residuals/C_1880-7.wav,set42/1/residuals/Y_1899-6.wav,B+,A-,B-,B-,21493
403,ex202404,subject10,set42/1/bass/X_1899-22.wav,set42/1/bass/Y_1899-23.wav,set42/1/bass/C_1880-39.wav,A+,A-,A+,A+,20151
407,ex202404,subject10,set42/1/drums/X_1899-22.wav,set42/1/drums/C_1880-13.wav,set42/1/drums/Y_1899-5.wav,A+,A-,B+,A-,22943
412,ex202404,subject10,set42/3/piano/X_1943-49.wav,set42/3/piano/Y_1943-35.wav,set42/3/piano/C_2064-34.wav,A-,B+,B+,B-,19100
413,ex202404,subject11,set43/1/bass/X_1968-8.wav,set43/1/bass/C_2000-22.wav,set43/1/bass/Y_1968-19.wav,B+,B-,A-,B-,61520
414,ex202404,subject11,set43/3/drums/X_2051-29.wav,set43/3/drums/Y_2051-37.wav,set43/3/drums/C_2010-24.wav,A+,A+,A+,A+,22043
417,ex202404,subject11,set43/2/bass/X_2074-17.wav,set43/2/bass/C_2064-24.wav,set43/2/bass/Y_2074-19.wav,A-,A-,B-,A-,20099
419,ex202404,subject11,set43/2/residuals/X_2074-2.wav,set43/2/residuals/Y_2074-25.wav,set43/2/residuals/C_2064-8.wav,A-,A-,A-,A-,18714
422,ex202404,subject11,set43/0/guitar/X_1949-33.wav,set43/0/guitar/Y_1949-25.wav,set43/0/guitar/C_1887-15.wav,A+,A+,A+,A+,25407
424,ex202404,subject11,set43/0/residuals/X_1949-44.wav,set43/0/residuals/Y_1949-48.wav,set43/0/residuals/C_1887-39.wav,A+,A+,A+,A+,23487
425,ex202404,subject11,set43/3/residuals/X_2051-48.wav,set43/3/residuals/C_2010-12.wav,set43/3/residuals/Y_2051-10.wav,A-,A-,B-,A-,22573
427,ex202404,subject11,set43/2/piano/X_2074-16.wav,set43/2/piano/C_2064-2.wav,set43/2/piano/Y_2074-5.wav,B+,B+,B+,B+,18857
429,ex202404,subject11,set43/1/piano/X_1968-43.wav,set43/1/piano/Y_1968-51.wav,set43/1/piano/C_2000-9.wav,A+,A-,A-,A-,19443
430,ex202404,subject11,set43/1/residuals/X_1968-10.wav,set43/1/residuals/C_2000-36.wav,set43/1/residuals/Y_1968-29.wav,B+,B-,B-,B-,22730
431,ex202404,subject11,set43/1/drums/X_1968-43.wav,set43/1/drums/C_2000-26.wav,set43/1/drums/Y_1968-26.wav,NA,B+,NA,B+,33099
435,ex202404,subject11,set43/0/piano/X_1949-39.wav,set43/0/piano/Y_1949-41.wav,set43/0/piano/C_1887-35.wav,A-,A+,A+,A+,17076
436,ex202404,subject11,set43/0/bass/X_1949-25.wav,set43/0/bass/Y_1949-47.wav,set43/0/bass/C_1887-34.wav,A+,A+,A+,A+,19140
440,ex202404,subject11,set43/3/bass/X_2051-32.wav,set43/3/bass/C_2010-71.wav,set43/3/bass/Y_2051-38.wav,B+,B-,B-,B-,16918
442,ex202404,subject11,set43/0/drums/X_1949-13.wav,set43/0/drums/Y_1949-34.wav,set43/0/drums/C_1887-8.wav,A-,A-,NA,A-,21810
448,ex202404,subject11,set43/1/guitar/X_1968-20.wav,set43/1/guitar/Y_1968-11.wav,set43/1/guitar/C_2000-7.wav,A+,A+,A+,A+,17484
449,ex202404,subject11,set43/3/piano/X_2051-43.wav,set43/3/piano/C_2010-73.wav,set43/3/piano/Y_2051-38.wav,B-,B-,B-,B-,16275
450,ex202404,subject11,set43/2/guitar/X_2074-57.wav,set43/2/guitar/C_2064-18.wav,set43/2/guitar/Y_2074-39.wav,B+,B-,B-,B-,20653
453,ex202404,subject11,set43/2/drums/X_2074-28.wav,set43/2/drums/Y_2074-14.wav,set43/2/drums/C_2064-47.wav,A-,A-,NA,A-,27733
455,ex202404,subject12,set47/0/drums/X_2094-22.wav,set47/0/drums/Y_2094-26.wav,set47/0/drums/C_1902-29.wav,A-,A+,A-,A+,27622
458,ex202404,subject12,set47/2/guitar/X_1990-57.wav,set47/2/guitar/C_1948-25.wav,set47/2/guitar/Y_1990-59.wav,B+,NA,B-,B-,22567
460,ex202404,subject12,set47/3/piano/X_2004-2.wav,set47/3/piano/Y_2004-12.wav,set47/3/piano/C_1940-19.wav,NA,B-,NA,B-,23936
461,ex202404,subject12,set47/3/guitar/X_2004-1.wav,set47/3/guitar/C_1940-34.wav,set47/3/guitar/Y_2004-23.wav,A+,A+,A+,A+,20762
464,ex202404,subject12,set47/1/piano/X_1886-23.wav,set47/1/piano/Y_1886-38.wav,set47/1/piano/C_2013-85.wav,A+,A-,A+,A+,18598
465,ex202404,subject12,set47/3/residuals/X_2004-5.wav,set47/3/residuals/Y_2004-20.wav,set47/3/residuals/C_1940-6.wav,NA,B+,B-,B-,20402
468,ex202404,subject12,set47/1/residuals/X_1886-46.wav,set47/1/residuals/C_2013-9.wav,set47/1/residuals/Y_1886-33.wav,A-,NA,A-,A-,23694
472,ex202404,subject12,set47/1/bass/X_1886-43.wav,set47/1/bass/C_2013-80.wav,set47/1/bass/Y_1886-51.wav,B-,A-,NA,A-,19580
474,ex202404,subject12,set47/2/residuals/X_1990-52.wav,set47/2/residuals/Y_1990-1.wav,set47/2/residuals/C_1948-40.wav,B-,A-,A-,A-,20793
475,ex202404,subject12,set47/2/piano/X_1990-33.wav,set47/2/piano/Y_1990-79.wav,set47/2/piano/C_1948-24.wav,NA,A+,NA,A-,20101
480,ex202404,subject12,set47/0/residuals/X_2094-56.wav,set47/0/residuals/Y_2094-32.wav,set47/0/residuals/C_1902-35.wav,A+,NA,A+,A+,19758
481,ex202404,subject12,set47/0/bass/X_2094-31.wav,set47/0/bass/Y_2094-37.wav,set47/0/bass/C_1902-27.wav,A-,A+,A+,A+,23863
482,ex202404,subject12,set47/2/drums/X_1990-55.wav,set47/2/drums/Y_1990-80.wav,set47/2/drums/C_1948-35.wav,NA,A+,NA,A+,18313
485,ex202404,subject12,set47/1/drums/X_1886-28.wav,set47/1/drums/Y_1886-6.wav,set47/1/drums/C_2013-20.wav,NA,A+,NA,A+,18592
487,ex202404,subject12,set47/0/guitar/X_2094-24.wav,set47/0/guitar/C_1902-18.wav,set47/0/guitar/Y_2094-28.wav,B-,NA,B-,B-,18804
488,ex202404,subject12,set47/1/guitar/X_1886-48.wav,set47/1/guitar/Y_1886-20.wav,set47/1/guitar/C_2013-15.wav,A+,A-,A-,A-,18616
489,ex202404,subject12,set47/0/piano/X_2094-34.wav,set47/0/piano/Y_2094-6.wav,set47/0/piano/C_1902-25.wav,A+,A-,A+,A+,18034
490,ex202404,subject12,set47/3/bass/X_2004-35.wav,set47/3/bass/Y_2004-30.wav,set47/3/bass/C_1940-34.wav,B+,B+,B+,B+,18749
491,ex202404,subject12,set47/3/drums/X_2004-7.wav,set47/3/drums/C_1940-2.wav,set47/3/drums/Y_2004-9.wav,NA,B-,NA,B-,19480
493,ex202404,subject12,set47/2/bass/X_1990-35.wav,set47/2/bass/Y_1990-41.wav,set47/2/bass/C_1948-15.wav,A-,B-,NA,A-,19321
498,ex202404,subject13,set42/1/drums/X_1899-22.wav,set42/1/drums/C_1880-13.wav,set42/1/drums/Y_1899-5.wav,B+,B+,B-,B+,23271
499,ex202404,subject13,set42/2/guitar/X_2037-30.wav,set42/2/guitar/Y_2037-20.wav,set42/2/guitar/C_1929-33.wav,B-,A-,A+,A-,29549
501,ex202404,subject13,set42/0/bass/X_1978-37.wav,set42/0/bass/Y_1978-28.wav,set42/0/bass/C_2046-33.wav,A-,A-,B-,A-,34675
502,ex202404,subject13,set42/3/drums/X_1943-27.wav,set42/3/drums/Y_1943-37.wav,set42/3/drums/C_2064-16.wav,A+,A+,A+,A+,24794
503,ex202404,subject13,set42/0/piano/X_1978-35.wav,set42/0/piano/Y_1978-40.wav,set42/0/piano/C_2046-9.wav,A+,A-,A+,A+,30651
507,ex202404,subject13,set42/0/drums/X_1978-53.wav,set42/0/drums/C_2046-20.wav,set42/0/drums/Y_1978-45.wav,B+,B+,B+,B+,33307
508,ex202404,subject13,set42/3/residuals/X_1943-53.wav,set42/3/residuals/Y_1943-4.wav,set42/3/residuals/C_2064-48.wav,A-,B-,A-,A-,29164
510,ex202404,subject13,set42/2/residuals/X_2037-54.wav,set42/2/residuals/C_1929-30.wav,set42/2/residuals/Y_2037-55.wav,B-,B+,B+,B+,22439
517,ex202404,subject13,set42/2/piano/X_2037-40.wav,set42/2/piano/C_1929-24.wav,set42/2/piano/Y_2037-35.wav,B-,A-,B+,B-,24416
518,ex202404,subject13,set42/2/drums/X_2037-60.wav,set42/2/drums/C_1929-32.wav,set42/2/drums/Y_2037-28.wav,B+,B+,B+,B+,21568
519,ex202404,subject13,set42/0/residuals/X_1978-31.wav,set42/0/residuals/Y_1978-12.wav,set42/0/residuals/C_2046-20.wav,B-,B-,B+,B-,22371
522,ex202404,subject13,set42/0/guitar/X_1978-4.wav,set42/0/guitar/Y_1978-45.wav,set42/0/guitar/C_2046-42.wav,A-,B-,A-,B-,22865
524,ex202404,subject13,set42/3/piano/X_1943-49.wav,set42/3/piano/Y_1943-35.wav,set42/3/piano/C_2064-34.wav,B-,B-,A-,B-,22374
525,ex202404,subject13,set42/1/guitar/X_1899-15.wav,set42/1/guitar/Y_1899-17.wav,set42/1/guitar/C_1880-38.wav,A-,A+,A+,A+,19605
528,ex202404,subject13,set42/3/bass/X_1943-14.wav,set42/3/bass/C_2064-29.wav,set42/3/bass/Y_1943-16.wav,B-,A-,B-,B-,23682
529,ex202404,subject13,set42/3/guitar/X_1943-53.wav,set42/3/guitar/Y_1943-34.wav,set42/3/guitar/C_2064-31.wav,A-,A-,B-,A-,21717
530,ex202404,subject13,set42/1/residuals/X_1899-28.wav,set42/1/residuals/C_1880-7.wav,set42/1/residuals/Y_1899-6.wav,B+,B+,B+,B+,19505
534,ex202404,subject13,set42/1/piano/X_1899-29.wav,set42/1/piano/Y_1899-20.wav,set42/1/piano/C_1880-44.wav,A+,A-,A+,A+,19818
536,ex202404,subject13,set42/2/bass/X_2037-11.wav,set42/2/bass/C_1929-28.wav,set42/2/bass/Y_2037-53.wav,B+,B+,B+,B+,22643
537,ex202404,subject13,set42/1/bass/X_1899-22.wav,set42/1/bass/Y_1899-23.wav,set42/1/bass/C_1880-39.wav,A+,A+,A+,A+,20706
540,ex202404,subject14,set44/0/bass/X_2093-21.wav,set44/0/bass/Y_2093-26.wav,set44/0/bass/C_2010-33.wav,A+,A-,A-,A-,36245
541,ex202404,subject14,set44/0/piano/X_2093-42.wav,set44/0/piano/Y_2093-29.wav,set44/0/piano/C_2010-47.wav,A-,A-,B-,A-,26436
542,ex202404,subject14,set44/0/drums/X_2093-25.wav,set44/0/drums/C_2010-32.wav,set44/0/drums/Y_2093-7.wav,B+,A-,B-,B-,26015
545,ex202404,subject14,set44/1/residuals/X_2056-12.wav,set44/1/residuals/C_1957-75.wav,set44/1/residuals/Y_2056-45.wav,A-,B-,A-,A-,21827
548,ex202404,subject14,set44/2/residuals/X_1955-3.wav,set44/2/residuals/Y_1955-34.wav,set44/2/residuals/C_1932-13.wav,A+,A-,A-,A-,22267
549,ex202404,subject14,set44/2/bass/X_1955-1.wav,set44/2/bass/Y_1955-38.wav,set44/2/bass/C_1932-22.wav,A-,A-,A-,A-,29132
550,ex202404,subject14,set44/3/piano/X_1947-38.wav,set44/3/piano/C_2052-36.wav,set44/3/piano/Y_1947-24.wav,B+,B+,B-,B+,21354
552,ex202404,subject14,set44/1/piano/X_2056-28.wav,set44/1/piano/C_1957-50.wav,set44/1/piano/Y_2056-38.wav,B+,A-,B-,B-,21413
553,ex202404,subject14,set44/1/guitar/X_2056-14.wav,set44/1/guitar/Y_2056-1.wav,set44/1/guitar/C_1957-25.wav,B-,A-,B-,B-,24782
556,ex202404,subject14,set44/2/piano/X_1955-26.wav,set44/2/piano/C_1932-47.wav,set44/2/piano/Y_1955-41.wav,B+,B-,B-,B-,20872
559,ex202404,subject14,set44/3/bass/X_1947-64.wav,set44/3/bass/Y_1947-45.wav,set44/3/bass/C_2052-5.wav,B-,A-,A-,A-,20996
560,ex202404,subject14,set44/0/guitar/X_2093-8.wav,set44/0/guitar/C_2010-51.wav,set44/0/guitar/Y_2093-15.wav,B+,B-,B+,B+,21225
562,ex202404,subject14,set44/3/drums/X_1947-25.wav,set44/3/drums/Y_1947-10.wav,set44/3/drums/C_2052-42.wav,A+,A+,NA,A+,19053
563,ex202404,subject14,set44/3/residuals/X_1947-55.wav,set44/3/residuals/Y_1947-60.wav,set44/3/residuals/C_2052-37.wav,A+,A+,A+,A+,20305
564,ex202404,subject14,set44/2/guitar/X_1955-10.wav,set44/2/guitar/Y_1955-27.wav,set44/2/guitar/C_1932-45.wav,B-,A-,A-,A-,21265
565,ex202404,subject14,set44/3/guitar/X_1947-50.wav,set44/3/guitar/C_2052-5.wav,set44/3/guitar/Y_1947-34.wav,B+,A-,B-,B-,20349
572,ex202404,subject14,set44/2/drums/X_1955-31.wav,set44/2/drums/Y_1955-32.wav,set44/2/drums/C_1932-41.wav,A+,A+,NA,A+,19723
573,ex202404,subject14,set44/1/bass/X_2056-31.wav,set44/1/bass/Y_2056-46.wav,set44/1/bass/C_1957-69.wav,A-,B-,B-,B-,20731
575,ex202404,subject14,set44/0/residuals/X_2093-43.wav,set44/0/residuals/Y_2093-9.wav,set44/0/residuals/C_2010-66.wav,A-,B-,B-,B-,19881
577,ex202404,subject14,set44/1/drums/X_2056-34.wav,set44/1/drums/C_1957-31.wav,set44/1/drums/Y_2056-45.wav,B+,B-,NA,B-,20850
580,ex202404,subject15,set42/1/piano/X_1899-29.wav,set42/1/piano/Y_1899-20.wav,set42/1/piano/C_1880-44.wav,A+,A+,A+,A+,114275
584,ex202404,subject15,set42/0/drums/X_1978-53.wav,set42/0/drums/C_2046-20.wav,set42/0/drums/Y_1978-45.wav,B+,B+,B+,B+,19706
586,ex202404,subject15,set42/2/piano/X_2037-40.wav,set42/2/piano/C_1929-24.wav,set42/2/piano/Y_2037-35.wav,B-,B-,B+,B+,35962
588,ex202404,subject15,set42/0/piano/X_1978-35.wav,set42/0/piano/Y_1978-40.wav,set42/0/piano/C_2046-9.wav,A+,A+,A+,A+,17683
590,ex202404,subject15,set42/2/bass/X_2037-11.wav,set42/2/bass/C_1929-28.wav,set42/2/bass/Y_2037-53.wav,B+,B+,B+,B+,20793
593,ex202404,subject15,set42/1/bass/X_1899-22.wav,set42/1/bass/Y_1899-23.wav,set42/1/bass/C_1880-39.wav,A+,A+,A+,A+,17438
594,ex202404,subject15,set42/2/residuals/X_2037-54.wav,set42/2/residuals/C_1929-30.wav,set42/2/residuals/Y_2037-55.wav,B+,B+,B+,B+,27428
596,ex202404,subject15,set42/1/residuals/X_1899-28.wav,set42/1/residuals/C_1880-7.wav,set42/1/residuals/Y_1899-6.wav,B+,B+,B+,B+,18557
598,ex202404,subject15,set42/1/drums/X_1899-22.wav,set42/1/drums/C_1880-13.wav,set42/1/drums/Y_1899-5.wav,B-,B+,B+,B+,32300
599,ex202404,subject15,set42/3/drums/X_1943-27.wav,set42/3/drums/Y_1943-37.wav,set42/3/drums/C_2064-16.wav,A-,A+,A+,A+,26085
600,ex202404,subject15,set42/2/drums/X_2037-60.wav,set42/2/drums/C_1929-32.wav,set42/2/drums/Y_2037-28.wav,B+,B+,B+,B+,18092
601,ex202404,subject15,set42/3/residuals/X_1943-53.wav,set42/3/residuals/Y_1943-4.wav,set42/3/residuals/C_2064-48.wav,A+,A+,A+,A+,18414
604,ex202404,subject15,set42/0/guitar/X_1978-4.wav,set42/0/guitar/Y_1978-45.wav,set42/0/guitar/C_2046-42.wav,B-,A+,A+,A+,36490
608,ex202404,subject15,set42/1/guitar/X_1899-15.wav,set42/1/guitar/Y_1899-17.wav,set42/1/guitar/C_1880-38.wav,A+,A+,A+,A+,17253
609,ex202404,subject15,set42/3/piano/X_1943-49.wav,set42/3/piano/Y_1943-35.wav,set42/3/piano/C_2064-34.wav,A-,A+,A+,A+,18573
611,ex202404,subject15,set42/3/bass/X_1943-14.wav,set42/3/bass/C_2064-29.wav,set42/3/bass/Y_1943-16.wav,B+,B+,B+,B+,19857
616,ex202404,subject15,set42/2/guitar/X_2037-30.wav,set42/2/guitar/Y_2037-20.wav,set42/2/guitar/C_1929-33.wav,A+,A+,A+,A+,17660
617,ex202404,subject15,set42/0/residuals/X_1978-31.wav,set42/0/residuals/Y_1978-12.wav,set42/0/residuals/C_2046-20.wav,A+,A+,B-,A+,18979
619,ex202404,subject15,set42/3/guitar/X_1943-53.wav,set42/3/guitar/Y_1943-34.wav,set42/3/guitar/C_2064-31.wav,A+,A+,A+,A+,17094
621,ex202404,subject15,set42/0/bass/X_1978-37.wav,set42/0/bass/Y_1978-28.wav,set42/0/bass/C_2046-33.wav,B-,A+,A+,A+,32764
624,ex202404,subject16,set49/1/piano/X_1980-38.wav,set49/1/piano/Y_1980-24.wav,set49/1/piano/C_1990-29.wav,A+,A+,A-,A-,21275
625,ex202404,subject16,set49/0/drums/X_2084-8.wav,set49/0/drums/Y_2084-9.wav,set49/0/drums/C_1930-57.wav,A-,A-,A-,A-,21283
626,ex202404,subject16,set49/0/residuals/X_2084-8.wav,set49/0/residuals/C_1930-30.wav,set49/0/residuals/Y_2084-30.wav,B+,B-,B-,B-,25922
628,ex202404,subject16,set49/1/drums/X_1980-45.wav,set49/1/drums/Y_1980-56.wav,set49/1/drums/C_1990-25.wav,A+,A+,A+,A+,19650
629,ex202404,subject16,set49/0/bass/X_2084-27.wav,set49/0/bass/C_1930-25.wav,set49/0/bass/Y_2084-9.wav,B-,B-,B-,B-,22985
631,ex202404,subject16,set49/2/bass/X_1995-17.wav,set49/2/bass/C_1931-35.wav,set49/2/bass/Y_1995-15.wav,A-,A-,A-,A-,28015
633,ex202404,subject16,set49/3/piano/X_1951-41.wav,set49/3/piano/Y_1951-39.wav,set49/3/piano/C_2004-28.wav,A-,A-,A-,A-,25585
635,ex202404,subject16,set49/1/guitar/X_1980-62.wav,set49/1/guitar/C_1990-12.wav,set49/1/guitar/Y_1980-29.wav,B-,B-,B-,B-,19449
636,ex202404,subject16,set49/0/piano/X_2084-30.wav,set49/0/piano/Y_2084-20.wav,set49/0/piano/C_1930-56.wav,B-,B-,B-,B-,22168
644,ex202404,subject16,set49/0/guitar/X_2084-45.wav,set49/0/guitar/C_1930-32.wav,set49/0/guitar/Y_2084-40.wav,NA,NA,B+,B-,39539
645,ex202404,subject16,set49/1/bass/X_1980-59.wav,set49/1/bass/C_1990-13.wav,set49/1/bass/Y_1980-70.wav,B+,B+,B+,B+,24814
646,ex202404,subject16,set49/2/residuals/X_1995-47.wav,set49/2/residuals/Y_1995-38.wav,set49/2/residuals/C_1931-25.wav,B-,B-,B-,B-,21917
647,ex202404,subject16,set49/1/residuals/X_1980-79.wav,set49/1/residuals/C_1990-62.wav,set49/1/residuals/Y_1980-6.wav,B+,B+,B+,B+,20631
652,ex202404,subject16,set49/2/guitar/X_1995-13.wav,set49/2/guitar/Y_1995-21.wav,set49/2/guitar/C_1931-19.wav,B+,B+,B+,B+,19581
656,ex202404,subject16,set49/2/piano/X_1995-21.wav,set49/2/piano/Y_1995-17.wav,set49/2/piano/C_1931-19.wav,A+,A+,A+,A+,15185
657,ex202404,subject16,set49/3/residuals/X_1951-35.wav,set49/3/residuals/Y_1951-21.wav,set49/3/residuals/C_2004-23.wav,A+,A+,A+,A+,18667
658,ex202404,subject16,set49/3/bass/X_1951-23.wav,set49/3/bass/C_2004-2.wav,set49/3/bass/Y_1951-38.wav,B+,B+,B+,B+,17601
659,ex202404,subject16,set49/2/drums/X_1995-16.wav,set49/2/drums/Y_1995-4.wav,set49/2/drums/C_1931-0.wav,B-,A-,A-,A-,20301
661,ex202404,subject17,set45/0/drums/X_1892-10.wav,set45/0/drums/Y_1892-14.wav,set45/0/drums/C_2036-9.wav,A+,A+,NA,A+,50894
662,ex202404,subject17,set45/3/piano/X_1929-26.wav,set45/3/piano/Y_1929-34.wav,set45/3/piano/C_2010-70.wav,A+,A+,A+,A+,19347
663,ex202404,subject17,set45/2/residuals/X_1972-53.wav,set45/2/residuals/Y_1972-29.wav,set45/2/residuals/C_1896-24.wav,A+,A+,A+,A+,18373
667,ex202404,subject17,set45/0/piano/X_1892-31.wav,set45/0/piano/C_2036-38.wav,set45/0/piano/Y_1892-12.wav,B+,B-,B+,B+,27589
668,ex202404,subject17,set45/3/bass/X_1929-38.wav,set45/3/bass/C_2010-70.wav,set45/3/bass/Y_1929-15.wav,B+,B+,B+,B+,42983
669,ex202404,subject17,set45/1/residuals/X_1972-32.wav,set45/1/residuals/C_1949-44.wav,set45/1/residuals/Y_1972-63.wav,B+,A-,NA,A-,36003
670,ex202404,subject17,set45/1/bass/X_1972-15.wav,set45/1/bass/Y_1972-5.wav,set45/1/bass/C_1949-24.wav,A+,B-,B-,A-,39231
673,ex202404,subject17,set45/3/drums/X_1929-31.wav,set45/3/drums/Y_1929-24.wav,set45/3/drums/C_2010-29.wav,A+,A+,NA,A+,17609
674,ex202404,subject17,set45/3/residuals/X_1929-44.wav,set45/3/residuals/Y_1929-39.wav,set45/3/residuals/C_2010-27.wav,A+,A+,A+,A+,17258
677,ex202404,subject17,set45/2/bass/X_1972-10.wav,set45/2/bass/C_1896-20.wav,set45/2/bass/Y_1972-13.wav,B-,B-,B-,B-,19634
679,ex202404,subject17,set45/2/piano/X_1972-19.wav,set45/2/piano/C_1896-3.wav,set45/2/piano/Y_1972-54.wav,B+,B+,B+,B+,17628
680,ex202404,subject17,set45/1/guitar/X_1972-56.wav,set45/1/guitar/C_1949-40.wav,set45/1/guitar/Y_1972-15.wav,B+,B+,B+,B+,22292
684,ex202404,subject17,set45/0/guitar/X_1892-13.wav,set45/0/guitar/Y_1892-32.wav,set45/0/guitar/C_2036-14.wav,A+,A+,A+,A+,18181
687,ex202404,subject17,set45/2/drums/X_1972-36.wav,set45/2/drums/C_1896-35.wav,set45/2/drums/Y_1972-45.wav,NA,B-,NA,B-,18656
689,ex202404,subject17,set45/1/piano/X_1972-36.wav,set45/1/piano/C_1949-28.wav,set45/1/piano/Y_1972-25.wav,B+,B+,B+,B+,22200
691,ex202404,subject17,set45/2/guitar/X_1972-16.wav,set45/2/guitar/C_1896-26.wav,set45/2/guitar/Y_1972-6.wav,B+,A+,A+,A-,22494
698,ex202404,subject17,set45/1/drums/X_1972-10.wav,set45/1/drums/C_1949-22.wav,set45/1/drums/Y_1972-58.wav,B+,B+,NA,B+,20172
699,ex202404,subject18,set54/3/drums/X_1891-23.wav,set54/3/drums/Y_1891-41.wav,set54/3/drums/C_1913-45.wav,A+,A+,A+,A+,39848
700,ex202404,subject18,set54/1/piano/X_1892-21.wav,set54/1/piano/Y_1892-10.wav,set54/1/piano/C_2084-21.wav,A+,A-,A-,A-,39671
701,ex202404,subject18,set54/2/residuals/X_1943-9.wav,set54/2/residuals/C_1925-22.wav,set54/2/residuals/Y_1943-26.wav,B+,B+,B+,B+,21743
702,ex202404,subject18,set54/3/bass/X_1891-23.wav,set54/3/bass/Y_1891-33.wav,set54/3/bass/C_1913-66.wav,A-,B-,A-,A-,25243
705,ex202404,subject18,set54/0/guitar/X_2064-16.wav,set54/0/guitar/C_1977-15.wav,set54/0/guitar/Y_2064-48.wav,B-,B-,B-,B-,18149
708,ex202404,subject18,set54/0/drums/X_2064-30.wav,set54/0/drums/C_1977-5.wav,set54/0/drums/Y_2064-28.wav,A+,B-,A-,B-,19137
